ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-320N|uniprotkb:Q62120	 DIP-630N|refseq:NP_000154|uniprotkb:P10912	 -	 -	 -	-	MI:0019(coimmunoprecipitation)|MI:0045(experimental interaction detection)	-	pmid:7956946|pmid:7956946	taxid:10090	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-604E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-95N|uniprotkb:P40189	 DIP-320N|uniprotkb:Q62120	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:7896787	taxid:9606	taxid:10090	MI:0218(physical interaction)	MI:0465(dip)	DIP-608E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-442N|uniprotkb:P42227	 DIP-270N|uniprotkb:P45984	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:7568080	taxid:10090	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-609E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-442N|uniprotkb:P42227	 DIP-1052N|refseq:NP_002220|uniprotkb:P17275	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:7568080	taxid:10090	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-610E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-1053N|uniprotkb:P17535	 DIP-442N|uniprotkb:P42227	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:7568080	taxid:9606	taxid:10090	MI:0218(physical interaction)	MI:0465(dip)	DIP-611E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-218N|uniprotkb:P42224	 DIP-47N|refseq:NP_000407|uniprotkb:P15260	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8910398	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-613E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-137N|refseq:NP_002650|uniprotkb:Q03405	 DIP-133N|uniprotkb:P23458	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:9417082	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-614E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-137N|refseq:NP_002650|uniprotkb:Q03405	 DIP-1062N|refseq:NP_003322|uniprotkb:P29597	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:9417082	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-615E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-198N|refseq:NP_032080|uniprotkb:P39688	 DIP-137N|refseq:NP_002650|uniprotkb:Q03405	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:9417082	taxid:10090	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-616E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-137N|refseq:NP_002650|uniprotkb:Q03405	 DIP-1056N|uniprotkb:P07948	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:9417082	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-617E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-1049N|uniprotkb:P09769	 DIP-137N|refseq:NP_002650|uniprotkb:Q03405	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:9417082	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-618E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-137N|refseq:NP_002650|uniprotkb:Q03405	 DIP-1051N|refseq:NP_002101|uniprotkb:P08631	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:9417082	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-619E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-558N|refseq:NP_002600|uniprotkb:P09619	 DIP-396N|uniprotkb:P42229	 -	 -	 -	-	MI:0071(molecular sieving)	-	pmid:9484840	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-620E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-127N|refseq:NP_000386|uniprotkb:P32927	 DIP-386N|refseq:NP_000749|uniprotkb:P04141	 -	 -	 -	-	MI:0030(cross-linking study)|MI:0045(experimental interaction detection)|MI:0401(biochemical)	-	pmid:1702217|pmid:7957082|pmid:7957082	taxid:9606	taxid:9606	MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-621E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-28N|refseq:NP_000870|uniprotkb:P05113	 DIP-127N|refseq:NP_000386|uniprotkb:P32927	 -	 -	 -	-	MI:0401(biochemical)|MI:0045(experimental interaction detection)	-	pmid:7957082|pmid:7957082	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-622E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-127N|refseq:NP_000386|uniprotkb:P32927	 DIP-6N|refseq:NP_000579|uniprotkb:P08700	 -	 -	 -	-	MI:0045(experimental interaction detection)|MI:0401(biochemical)	-	pmid:7957082|pmid:7957082	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-623E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-386N|refseq:NP_000749|uniprotkb:P04141	 DIP-635N|refseq:NP_006131|uniprotkb:P15509	 -	 -	 -	-	MI:0045(experimental interaction detection)|MI:0045(experimental interaction detection)|MI:0401(biochemical)	-	pmid:7957082|pmid:2555171|pmid:7957082	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-624E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-106N|refseq:NP_003989|uniprotkb:P19838	 DIP-24227N|refseq:NP_005216|uniprotkb:Q01094	 -	 -	 -	-	MI:0071(molecular sieving)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0019(coimmunoprecipitation)|MI:0045(experimental interaction detection)	-	pmid:9368006|pmid:9368006|pmid:9368006|pmid:9368006	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-625E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-106N|refseq:NP_003989|uniprotkb:P19838	 DIP-106N|refseq:NP_003989|uniprotkb:P19838	 -	 -	 -	-	MI:0404(comigration in non denaturing gel electrophoresis)|MI:0045(experimental interaction detection)	-	pmid:9368006|pmid:9368006	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-626E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-1062N|refseq:NP_003322|uniprotkb:P29597	 DIP-57N|refseq:NP_000620|uniprotkb:P17181	 -	 -	 -	-	MI:0045(experimental interaction detection)	-	pmid:7526154	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-627E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-184N|refseq:NP_002077|uniprotkb:P29354	 DIP-271N|refseq:NP_035498|uniprotkb:P98083	 -	 -	 -	-	MI:0254(genetic interference)|MI:0045(experimental interaction detection)|MI:0019(coimmunoprecipitation)|MI:0254(genetic interference)	-	pmid:8491186|pmid:7535773|pmid:7535773|pmid:8051109	taxid:9606	taxid:10090	MI:0254(genetic interference)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0254(genetic interference)	MI:0465(dip)	DIP-630E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-371N|uniprotkb:P00813	 DIP-440N|uniprotkb:P47745	 -	 -	 -	-	MI:0071(molecular sieving)|MI:0019(coimmunoprecipitation)	-	pmid:8627325|pmid:8627325	taxid:9606	taxid:10141	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-631E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-599N|refseq:NP_002065|uniprotkb:P62873	 DIP-471N|refseq:NP_068774|uniprotkb:P63211	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-632E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-600N|refseq:NP_005264|uniprotkb:Q6FHM2	 DIP-471N|refseq:NP_068774|uniprotkb:P63211	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-633E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-471N|refseq:NP_068774|uniprotkb:P63211	 DIP-601N|refseq:NP_002066|uniprotkb:P16520	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-634E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-604N|uniprotkb:P29387	 DIP-471N|refseq:NP_068774|uniprotkb:P63211	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:10090	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-635E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-471N|refseq:NP_068774|uniprotkb:P63211	 DIP-264N|uniprotkb:P62881	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:10090	MI:0218(physical interaction)	MI:0465(dip)	DIP-636E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-599N|refseq:NP_002065|uniprotkb:P62873	 DIP-586N|refseq:NP_776497|uniprotkb:P63212	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:9913	MI:0218(physical interaction)	MI:0465(dip)	DIP-637E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-600N|refseq:NP_005264|uniprotkb:Q6FHM2	 DIP-586N|refseq:NP_776497|uniprotkb:P63212	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:9913	MI:0218(physical interaction)	MI:0465(dip)	DIP-638E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-601N|refseq:NP_002066|uniprotkb:P16520	 DIP-586N|refseq:NP_776497|uniprotkb:P63212	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:9913	MI:0218(physical interaction)	MI:0465(dip)	DIP-639E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-587N|refseq:NP_776498|uniprotkb:P63214	 DIP-599N|refseq:NP_002065|uniprotkb:P62873	 -	 -	 -	-	MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)	-	pmid:8636150|pmid:8636150	taxid:9913	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-642E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-587N|refseq:NP_776498|uniprotkb:P63214	 DIP-600N|refseq:NP_005264|uniprotkb:Q6FHM2	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9913	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-643E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-601N|refseq:NP_002066|uniprotkb:P16520	 DIP-587N|refseq:NP_776498|uniprotkb:P63214	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:9913	MI:0218(physical interaction)	MI:0465(dip)	DIP-644E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-599N|refseq:NP_002065|uniprotkb:P62873	 DIP-494N|refseq:NP_034447|uniprotkb:P50153	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:10090	MI:0218(physical interaction)	MI:0465(dip)	DIP-647E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-600N|refseq:NP_005264|uniprotkb:Q6FHM2	 DIP-494N|refseq:NP_034447|uniprotkb:P50153	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:10090	MI:0218(physical interaction)	MI:0465(dip)	DIP-648E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-601N|refseq:NP_002066|uniprotkb:P16520	 DIP-494N|refseq:NP_034447|uniprotkb:P50153	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:10090	MI:0218(physical interaction)	MI:0465(dip)	DIP-649E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-599N|refseq:NP_002065|uniprotkb:P62873	 DIP-324N|refseq:NP_777236|uniprotkb:P63217	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:9913	MI:0218(physical interaction)	MI:0465(dip)	DIP-652E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-324N|refseq:NP_777236|uniprotkb:P63217	 DIP-600N|refseq:NP_005264|uniprotkb:Q6FHM2	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9913	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-653E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-601N|refseq:NP_002066|uniprotkb:P16520	 DIP-324N|refseq:NP_777236|uniprotkb:P63217	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:9913	MI:0218(physical interaction)	MI:0465(dip)	DIP-654E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-203N|uniprotkb:P30671	 DIP-599N|refseq:NP_002065|uniprotkb:P62873	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9913	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-657E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-600N|refseq:NP_005264|uniprotkb:Q6FHM2	 DIP-203N|uniprotkb:P30671	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9606	taxid:9913	MI:0218(physical interaction)	MI:0465(dip)	DIP-658E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-203N|uniprotkb:P30671	 DIP-601N|refseq:NP_002066|uniprotkb:P16520	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8636150	taxid:9913	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-659E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-371N|uniprotkb:P00813	 DIP-351N|uniprotkb:P27487	 -	 -	 -	-	MI:0040(electron microscopy)	-	pmid:8568233	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-664E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-224N|uniprotkb:P08575	 DIP-351N|uniprotkb:P27487	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:1680916	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-665E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-641N|refseq:NP_002948|uniprotkb:P19793	 DIP-158N|uniprotkb:P34021	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:7644522	taxid:9606	taxid:7227	MI:0218(physical interaction)	MI:0465(dip)	DIP-674E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-929N|uniprotkb:P49869	 DIP-641N|refseq:NP_002948|uniprotkb:P19793	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:7644522	taxid:7227	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-675E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-927N|uniprotkb:P49870	 DIP-641N|refseq:NP_002948|uniprotkb:P19793	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:7644522	taxid:7091	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-676E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-641N|refseq:NP_002948|uniprotkb:P19793	 DIP-517N|refseq:NP_077364	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:7644522	taxid:9606	taxid:10116	MI:0218(physical interaction)	MI:0465(dip)	DIP-677E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-644N|refseq:NP_000391|uniprotkb:P18074	 DIP-83N|refseq:NP_000113|uniprotkb:P19447	 -	 -	 -	-	MI:0019(coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pmid:8652557|pmid:16669699	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-679E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-708N|refseq:NP_005307|uniprotkb:P32780	 DIP-83N|refseq:NP_000113|uniprotkb:P19447	 -	 -	 -	-	MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)	-	pmid:8652557|pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-680E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)	dip:0039(experimental-processed)|dip:0039(experimental-processed)	-
DIP-786N|uniprotkb:Q13888	 DIP-83N|refseq:NP_000113|uniprotkb:P19447	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-681E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-83N|refseq:NP_000113|uniprotkb:P19447	 DIP-787N|uniprotkb:Q13889	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-682E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-708N|refseq:NP_005307|uniprotkb:P32780	 DIP-644N|refseq:NP_000391|uniprotkb:P18074	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-683E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-786N|uniprotkb:Q13888	 DIP-644N|refseq:NP_000391|uniprotkb:P18074	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-684E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-644N|refseq:NP_000391|uniprotkb:P18074	 DIP-787N|uniprotkb:Q13889	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-685E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-787N|uniprotkb:Q13889	 DIP-786N|uniprotkb:Q13888	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-686E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-786N|uniprotkb:Q13888	 DIP-708N|refseq:NP_005307|uniprotkb:P32780	 -	 -	 -	-	MI:0018(two hybrid)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-687E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-83N|refseq:NP_000113|uniprotkb:P19447	 DIP-750N|refseq:NP_000114|uniprotkb:P28715	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-688E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-708N|refseq:NP_005307|uniprotkb:P32780	 DIP-750N|refseq:NP_000114|uniprotkb:P28715	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-689E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-193N|refseq:NP_000115|uniprotkb:Q03468	 DIP-750N|refseq:NP_000114|uniprotkb:P28715	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-690E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-750N|refseq:NP_000114|uniprotkb:P28715	 DIP-644N|refseq:NP_000391|uniprotkb:P18074	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-691E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-750N|refseq:NP_000114|uniprotkb:P28715	 DIP-786N|uniprotkb:Q13888	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:8652557	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-692E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-291N|refseq:NP_000073|uniprotkb:Q13216	 DIP-193N|refseq:NP_000115|uniprotkb:Q03468	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:7664335	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-693E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-291N|refseq:NP_000073|uniprotkb:Q13216	 DIP-786N|uniprotkb:Q13888	 -	 -	 -	-	MI:0019(coimmunoprecipitation)	-	pmid:7664335	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-694E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-504N|refseq:NP_003073|uniprotkb:Q16533	 DIP-1078N|refseq:NP_003185|uniprotkb:P20226	 -	 -	 -	-	MI:0013(biophysical)	-	pmid:8524284	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-695E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
DIP-505N|uniprotkb:Q13487	 DIP-1078N|refseq:NP_003185|uniprotkb:P20226	 -	 -	 -	-	MI:0013(biophysical)	-	pmid:8524284	taxid:9606	taxid:9606	MI:0218(physical interaction)	MI:0465(dip)	DIP-696E	dip-quality-status:core	dip:0002(small scale)	dip:0039(experimental-processed)	-
